Year,County,GDPPC
2016,Nan,31103.00
2016,Taojiang,28676.00
2016,Anhua,21499.00
2016,Yuanjiang,36998.00
2016,Guiyang,48667.00
2016,Yizhang,33840.00
2016,Yongxing,58464.00
2016,Jiahe,43764.00
2016,Linwu,37554.00
2016,Rucheng,16448.00
2016,Guidong,13191.00
2016,Anren,21192.00
2016,Zixing,94267.00
2016,Qiyang,30037.00
2016,Dongan,29134.00
2016,Shuangpai,26379.00
2016,Dao,27445.00
2016,Jiangyong,24413.00
2016,Ningyuan,18658.00
2016,Lanshan,28786.00
2016,Xintian,20464.00
2016,Jianghua,23836.00
2016,Zhongfang,41634.00
2016,Yuanling,29374.00
2016,Chenxi,23466.00
2016,Xupu,18475.00
2016,Huitong,20455.00
2016,Mayang,20272.00
2016,Xinhuang,21709.00
2016,Zhijiang,28689.00
2016,Jingzhou,29475.00
2016,Tongdao,17587.00
2016,Hongjiang,25024.00
2016,Shuangfeng,25017.00
2016,Xinhua,19720.00
2016,Lengshuijiang,83756.00
2016,Lianyuan,25962.00
2016,Jishou,42043.00
2016,Luxi,18507.00
2016,Fenghuang,21499.00
2016,Huayuan,19868.00
2016,Baojing,16272.00
2016,Guzhang,17913.00
2016,Yongshun,13666.00
2017,Longshan,15911.00
2017,Changsha,144225.00
2017,Wangcheng,99573.00
2017,Ningxiang,85867.00
2017,Liuyang,98683.00
2017,Zhuzhou,45673.00
2017,You,55186.00
2017,Chaling,28907.00
2017,Yanling,33921.00
2017,Liling,62025.00
2017,Xiangtan,45406.00
2017,Xiangxiang,48812.00
2017,Shaoshan,85484.00
2017,Hengyang,30744.00
2017,Hengnan,33691.00
2017,Hengshan,41912.00
2017,Hengdong,43995.00
2017,Qidong,27371.00
2017,Leiyang,36312.00
2017,Changning,37591.00
2017,Shaodong,40829.00
2017,Xinshao,16893.00
2017,Shaoyang,15068.00
2017,Longhui,14860.00
2017,Dongkou,19764.00
2017,Suining,24243.00
2017,Xinning,17228.00
2017,Chengbu,14163.00
2017,Wugang,17767.00
2017,Yueyang,40238.00
2017,Huarong,42786.00
2017,Xiangyin,43257.00
2017,Pingjiang,26209.00
2017,Miluo,59092.00
2017,Linxiang,44893.00
2017,Anxiang,33070.00
2017,Hanshou,33863.00
2017,Li,41246.00
2017,Linli,37346.00
2017,Taoyuan,38614.00
2017,Shimen,41855.00
2017,Jinshi,55037.00
2017,Cili,29654.00
2017,Sangzhi,23338.00
2017,Nan,33248.83
2017,Taojiang,31596.00
2017,Anhua,24141.00
2017,Yuanjiang,41210.00
2017,Guiyang,49612.00
2017,Yizhang,36914.00
2017,Yongxing,59964.00
2017,Jiahe,43409.00
2017,Linwu,41595.00
2017,Rucheng,17609.00
2017,Guidong,14717.00
2017,Anren,22670.00
2017,Zixing,94905.00
2017,Qiyang,31801.00
2017,Dongan,29552.00
2017,Shuangpai,29085.00
2017,Dao,29059.00
2017,Jiangyong,26617.00
2017,Ningyuan,20528.00
2017,Lanshan,31412.00
2017,Xintian,22611.00
2017,Jianghua,25827.00
2017,Zhongfang,43240.00
2017,Yuanling,25623.00
2017,Chenxi,22699.00
2017,Xupu,18872.00
2017,Huitong,21574.00
2017,Mayang,21572.00
2017,Xinhuang,20545.00
2017,Zhijiang,25905.00
2017,Jingzhou,31094.00
2017,Tongdao,18919.00
2017,Hongjiang,27487.00
2017,Shuangfeng,25791.00
2017,Xinhua,19891.00
2017,Lengshuijiang,74509.00
2017,Lianyuan,26939.00
2017,Jishou,44817.00
2017,Luxi,19253.00
2017,Fenghuang,23651.00
2017,Huayuan,22265.00
2017,Baojing,17599.00
2017,Guzhang,18797.00
2017,Yongshun,14511.00
2018,Longshan,17068.80
2018,Changsha,141720.70
2018,Wangcheng,103407.30
2018,Ningxiang,86096.34
2018,Liuyang,100200.10
2018,Zhuzhou,45358.00
2018,You,52287.95
2018,Chaling,31356.85
2018,Yanling,36828.71
2018,Liling,63128.86
2018,Xiangtan,51500.44
2018,Xiangxiang,54994.68
2018,Shaoshan,93691.87
2018,Hengyang,32826.89
2018,Hengnan,35273.61
2018,Hengshan,46481.11
2018,Hengdong,45690.89
2018,Qidong,28171.60
2018,Leiyang,37932.34
2018,Changning,40762.36
2018,Shaodong,46661.11
2018,Xinshao,18509.28
2018,Shaoyang,16844.35
2018,Longhui,16191.74
2018,Dongkou,21365.84
2018,Suining,25232.11
2018,Xinning,18703.70
2018,Chengbu,15182.39
2018,Wugang,19249.76
2018,Yueyang,44208.33
2018,Huarong,46936.05
2018,Xiangyin,46861.46
2018,Pingjiang,28944.92
2018,Miluo,64462.19
2018,Linxiang,51344.05
2018,Anxiang,36358.00
2018,Hanshou,36743.30
2018,Li,45765.96
2018,Linli,41142.96
2018,Taoyuan,43156.57
2018,Shimen,46830.37
2018,Jinshi,60435.19
2018,Cili,31216.77
2018,Sangzhi,24817.69
2018,Nan,35325.32
2018,Taojiang,34210.58
2018,Anhua,27110.04
2018,Yuanjiang,44550.83
2018,Guiyang,52246.09
2018,Yizhang,38803.83
2018,Yongxing,62761.83
2018,Jiahe,45731.97
2018,Linwu,44286.73
2018,Rucheng,18562.16
2018,Guidong,15813.21
2018,Anren,23797.66
2018,Zixing,98871.20
2018,Qiyang,35658.51
2018,Dongan,32449.15
2018,Shuangpai,31967.03
2018,Dao,32583.66
2018,Jiangyong,29121.65
2018,Ningyuan,23019.00
2018,Lanshan,35090.04
2018,Xintian,24935.12
2018,Jianghua,28426.16
2018,Zhongfang,44407.66
2018,Yuanling,25896.41
2018,Chenxi,25075.84
2018,Xupu,20461.71
2018,Huitong,23701.32
2018,Mayang,22964.36
2018,Xinhuang,22646.38
2018,Zhijiang,28276.74
2018,Jingzhou,34146.72
2018,Tongdao,20627.71
2018,Hongjiang,30060.00
2018,Shuangfeng,28263.26
2018,Xinhua,21889.43
2018,Lengshuijiang,76852.12
2018,Lianyuan,29513.61
2018,Jishou,47485.71
2018,Luxi,19865.15
2018,Fenghuang,24201.51
2018,Huayuan,21065.99
2018,Baojing,19069.44
2018,Guzhang,19185.73
2018,Yongshun,15521.63
2019,Longshan,19574.68
2019,Changsha,155564.46
2019,Wangcheng,116352.94
2019,Ningxiang,80888.50
2019,Liuyang,103409.33
2019,Zhuzhou,47006.13
2019,You,59744.51
2019,Chaling,36308.86
2019,Yanling,42019.04
2019,Liling,74026.04
2019,Xiangtan,55680.73
2019,Xiangxiang,59232.66
2019,Shaoshan,89948.04
2019,Hengyang,33452.10
2019,Hengnan,37014.91
2019,Hengshan,44780.22
2019,Hengdong,45032.22
2019,Qidong,29668.12
2019,Leiyang,32863.04
2019,Changning,41584.05
2019,Shaodong,66620.27
2019,Xinshao,20268.83
2019,Shaoyang,19328.03
2019,Longhui,19852.45
2019,Dongkou,22122.67
2019,Suining,25666.80
2019,Xinning,19360.98
2019,Chengbu,19441.07
2019,Wugang,20550.53
2019,Yueyang,48638.04
2019,Huarong,49204.21
2019,Xiangyin,46906.22
2019,Pingjiang,33079.13
2019,Miluo,70953.25
2019,Linxiang,57679.50
2019,Anxiang,39667.81
2019,Hanshou,37430.75
2019,Li,47873.93
2019,Linli,45571.98
2019,Taoyuan,48062.77
2019,Shimen,50646.03
2019,Jinshi,66238.08
2019,Cili,28834.75
2019,Sangzhi,25147.18
2019,Nan,36136.61
2019,Taojiang,34095.65
2019,Anhua,26984.90
2019,Yuanjiang,36964.45
2019,Guiyang,50599.19
2019,Yizhang,36143.58
2019,Yongxing,58195.37
2019,Jiahe,42095.78
2019,Linwu,40893.65
2019,Rucheng,24712.22
2019,Guidong,19513.82
2019,Anren,27186.84
2019,Zixing,90613.01
2019,Qiyang,38769.74
2019,Dongan,33158.95
2019,Shuangpai,35275.67
2019,Dao,36254.60
2019,Jiangyong,32158.18
2019,Ningyuan,31539.34
2019,Lanshan,34985.54
2019,Xintian,26924.21
2019,Jianghua,29197.69
2019,Zhongfang,45025.68
2019,Yuanling,27727.93
2019,Chenxi,23798.83
2019,Xupu,22470.20
2019,Huitong,26558.73
2019,Mayang,25230.63
2019,Xinhuang,27218.85
2019,Zhijiang,29278.80
2019,Jingzhou,32058.85
2019,Tongdao,25082.37
2019,Hongjiang,29607.00
2019,Shuangfeng,31075.68
2019,Xinhua,24109.44
2019,Lengshuijiang,67826.44
2019,Lianyuan,29324.51
2019,Jishou,53765.55
2019,Luxi,23777.48
2019,Fenghuang,25508.94
2019,Huayuan,25016.13
2019,Baojing,23898.43
2019,Guzhang,23179.70
2019,Yongshun,19372.26
2020,Longshan,20409.02
2020,Changsha,134409.31
2020,Wangcheng,99736.87
2020,Ningxiang,88100.29
2020,Liuyang,105244.85
2020,Zhuzhou,57251.60
2020,You,66386.24
2020,Chaling,45190.05
2020,Yanling,54406.21
2020,Liling,82722.10
2020,Xiangtan,63127.09
2020,Xiangxiang,68526.22
2020,Shaoshan,93706.42
2020,Hengyang,40241.52
2020,Hengnan,44000.40
2020,Hengshan,51263.33
2020,Hengdong,50975.21
2020,Qidong,39532.38
2020,Leiyang,34563.84
2020,Changning,44122.94
2020,Shaodong,59433.18
2020,Xinshao,26531.96
2020,Shaoyang,23615.38
2020,Longhui,22952.22
2020,Dongkou,28000.00
2020,Suining,34378.93
2020,Xinning,22643.65
2020,Chengbu,24806.93
2020,Wugang,26499.30
2020,Yueyang,64561.71
2020,Huarong,63966.45
2020,Xiangyin,58005.32
2020,Pingjiang,34746.77
2020,Miluo,81856.24
2020,Linxiang,70845.89
2020,Anxiang,52289.88
2020,Hanshou,44998.41
2020,Li,52856.66
2020,Linli,54799.84
2020,Taoyuan,53019.83
2020,Shimen,55881.31
2020,Jinshi,85563.81
2020,Cili,32633.23
2020,Sangzhi,26797.88
2020,Nan,48137.23
2020,Taojiang,40715.53
2020,Anhua,30480.21
2020,Yuanjiang,46953.47
2020,Guiyang,53234.34
2020,Yizhang,38855.12
2020,Yongxing,58581.29
2020,Jiahe,42149.43
2020,Linwu,44728.37
2020,Rucheng,26668.90
2020,Guidong,28143.54
2020,Anren,32825.27
2020,Zixing,101688.21
2020,Qiyang,41483.73
2020,Dongan,38903.75
2020,Shuangpai,49903.17
2020,Dao,36073.60
2020,Jiangyong,34958.17
2020,Ningyuan,33883.14
2020,Lanshan,38814.37
2020,Xintian,28695.97
2020,Jianghua,30996.53
2020,Zhongfang,53078.04
2020,Yuanling,34614.24
2020,Chenxi,28878.67
2020,Xupu,24327.69
2020,Huitong,30976.92
2020,Mayang,29171.01
2020,Xinhuang,32327.93
2020,Zhijiang,33926.61
2020,Jingzhou,37487.94
2020,Tongdao,27748.29
2020,Hongjiang,36616.63
2020,Shuangfeng,38528.83
2020,Xinhua,23998.17
2020,Lengshuijiang,72335.86
2020,Lianyuan,35071.97
2020,Jishou,47505.40
2020,Luxi,30612.48
2020,Fenghuang,25336.74
2020,Huayuan,30024.62
2020,Baojing,31410.56
2020,Guzhang,28687.74
2020,Yongshun,21489.66
2021,Longshan,22463.74
2021,Changsha,144308.98
2021,Wangcheng,109828.34
2021,Ningxiang,92094.64
2021,Liuyang,112990.98
2021,Zhuzhou,63541.62
2021,You,72749.63
2021,Chaling,50017.34
2021,Yanling,61440.26
2021,Liling,93399.58
2021,Xiangtan,69501.79
2021,Xiangxiang,75317.08
2021,Shaoshan,102405.23
2021,Hengyang,44587.12
2021,Hengnan,48598.98
2021,Hengshan,55985.48
2021,Hengdong,56094.09
2021,Qidong,43733.10
2021,Leiyang,36945.49
2021,Changning,50831.75
2021,Shaodong,66843.24
2021,Xinshao,29170.36
2021,Shaoyang,26315.99
2021,Longhui,25459.21
2021,Dongkou,30503.87
2021,Suining,37445.34
2021,Xinning,24933.77
2021,Chengbu,27146.64
2021,Wugang,29255.79
2021,Yueyang,68758.67
2021,Huarong,71324.08
2021,Xiangyin,63264.98
2021,Pingjiang,38165.79
2021,Miluo,89186.75
2021,Linxiang,71581.61
2021,Anxiang,56557.50
2021,Hanshou,51498.49
2021,Li,58025.99
2021,Linli,59191.87
2021,Taoyuan,57464.10
2021,Shimen,61489.87
2021,Jinshi,91429.24
2021,Cili,33792.95
2021,Sangzhi,28329.90
2021,Nan,53129.49
2021,Taojiang,44188.01
2021,Anhua,33532.19
2021,Yuanjiang,51714.27
2021,Guiyang,58334.65
2021,Yizhang,42720.20
2021,Yongxing,64680.42
2021,Jiahe,45982.28
2021,Linwu,50764.49
2021,Rucheng,29078.93
2021,Guidong,31444.43
2021,Anren,35381.33
2021,Zixing,112253.71
2021,Qiyang,45655.76
2021,Dongan,42636.79
2021,Shuangpai,53948.38
2021,Dao,40189.50
2021,Jiangyong,38432.84
2021,Ningyuan,37505.95
2021,Lanshan,42179.10
2021,Xintian,25621.89
2021,Jianghua,32449.03
2021,Zhongfang,55189.81
2021,Yuanling,38385.63
2021,Chenxi,33211.21
2021,Xupu,26490.79
2021,Huitong,34465.96
2021,Mayang,33604.97
2021,Xinhuang,36768.80
2021,Zhijiang,36814.16
2021,Jingzhou,39509.88
2021,Tongdao,30252.86
2021,Hongjiang,39401.34
2021,Shuangfeng,40536.86
2021,Xinhua,26067.63
2021,Lengshuijiang,78220.18
2021,Lianyuan,38403.67
2021,Jishou,51625.85
2021,Luxi,33047.17
2021,Fenghuang,27183.47
2021,Huayuan,34107.49
2021,Baojing,34373.07
2021,Guzhang,31346.95
2021,Yongshun,23229.15
