id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20877332,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,97878860,Chess,Central Region,Outram,1.28412,103.84245,Private room,49,92,1,2017-12-30,0.01,62,360,0,
20880300,Rental unit in Singapore · 1 bedroom · 2 beds · 1 shared bath,94428597,Edmund,West Region,Bukit Batok,1.3614,103.76444,Private room,50,92,0,,,1,0,0,
20888336,Condo in Singapore · ★4.79 · 1 bedroom · 1 bed · 1 private bath,144358326,Mini,Central Region,Bukit Timah,1.33463,103.80969,Private room,47,92,100,2022-01-16,1.32,1,88,0,
20904654,Rental unit in Singapore · 1 bedroom · 8 beds · 1 bath,69121685,Pat,Central Region,Novena,1.32165,103.84119,Entire home/apt,97,92,1,2018-02-02,0.01,7,0,0,
21013726,Rental unit in Singapore · ★4.25 · 1 bedroom · 1 bed · 3 baths,2413412,Kaurus,Central Region,Kallang,1.30852,103.86103,Private room,55,92,4,2021-07-12,0.07,93,352,0,
21015410,Rental unit in Singapore · 1 bedroom · 1 bed · 3 baths,8948251,Joey,Central Region,Kallang,1.30895,103.86149,Private room,55,92,1,2019-06-14,0.02,71,352,0,
21015787,Rental unit in Singapore · 1 bedroom · 1 bed · 3 baths,97878860,Chess,Central Region,Kallang,1.3097,103.8617,Private room,55,92,0,,,62,352,0,
21015821,Condo in Singapore · 3 bedrooms · 3 beds · 2 baths,148161274,Jan,Central Region,Bukit Timah,1.33253,103.78883,Entire home/apt,,92,0,,,3,0,0,
21015824,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,148161274,Jan,Central Region,Bukit Timah,1.33048,103.78882,Entire home/apt,,92,1,2017-12-31,0.01,3,0,0,
21015873,Serviced apartment in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,280,6,10,2022-03-30,0.16,31,157,0,Authorised Serviced Apartment
21015874,Rental unit in Singapore · ★4.86 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,263,6,14,2023-05-16,0.19,31,157,1,Authorised Serviced Apartment
21015876,Rental unit in Singapore · ★4.95 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,263,6,19,2022-04-30,0.26,31,157,0,Authorised Serviced Apartment
21015880,Serviced apartment in Singapore · ★4.97 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,263,6,31,2022-01-01,0.43,31,157,0,Authorised Serviced Apartment
21015881,Serviced apartment in Singapore · ★4.89 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,280,6,9,2022-01-04,0.13,31,157,0,Authorised Serviced Apartment
21015977,Serviced apartment in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,267,6,11,2023-05-28,0.18,31,157,2,Authorised Serviced Apartment
21037930,Place to stay in Singapore · 1 bedroom · 1 bed · 1 shared bath,151527816,Weifen,West Region,Choa Chu Kang,1.37776,103.73604,Shared room,66,92,1,2018-07-22,0.02,1,0,0,
21044947,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,151530641,Pamela,Central Region,Novena,1.32161,103.84791,Entire home/apt,225,92,1,2017-10-08,0.01,1,0,0,
21145943,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,97878860,Chess,Central Region,Outram,1.28412,103.84245,Private room,50,92,0,,,62,363,0,
21154124,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,152646149,En Chern,Central Region,Rochor,1.30103,103.85222,Private room,79,92,1,2017-11-26,0.01,3,16,0,
21182751,Hostel in Singapore · 1 bedroom · 6 beds · 7 shared baths,87731750,Gap Year,Central Region,Kallang,1.31672,103.8597,Private room,,92,2,2017-12-24,0.03,8,0,0,
21214988,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,149095282,Choo,Central Region,River Valley,1.29514,103.83672,Private room,146,92,0,,,2,87,0,
21283595,Serviced apartment in Singapore · ★4.22 · 1 bedroom · 1 bed · 1 bath,111065775,Joyce,Central Region,River Valley,1.29867,103.83666,Hotel room,227,6,9,2019-08-25,0.12,18,350,0,Authorised Serviced Apartment
21358634,Place to stay in Singapore · ★4.62 · 2 bedrooms · 1 bed · 1 private bath,47866620,Nanda,Central Region,Kallang,1.31351,103.85355,Private room,46,92,91,2023-12-06,1.22,9,11,2,
21370642,Rental unit in Singapore · ★4.93 · 2 bedrooms · 2 beds · 1 bath,20509717,Phil,Central Region,Bukit Merah,1.28455,103.83142,Entire home/apt,298,92,27,2018-10-05,0.36,1,170,0,
21398866,Rental unit in Singapore · 1 bedroom · 2 shared baths,8948251,Joey,Central Region,Kallang,1.30996,103.86357,Private room,49,92,0,,,71,359,0,
21402272,Loft in Singapore · ★4.33 · 2 bedrooms · 5 beds · 1.5 baths,55973390,Joy,East Region,Bedok,1.33084,103.90841,Entire home/apt,155,92,3,2022-11-10,0.05,1,365,0,
21415749,Hotel in Singapore · ★4.64 · 1 bedroom · 1 bed · 8.5 shared baths,151316863,Cube,Central Region,Rochor,1.30161,103.8596,Hotel room,45,1,230,2023-12-12,3.16,6,357,23,S0384
21416331,Hotel in Singapore · ★4.64 · 1 bedroom · 1 bed · 8.5 shared baths,151316863,Cube,Central Region,Rochor,1.3011,103.8604,Hotel room,45,1,55,2023-11-29,0.75,6,352,6,S0384
21416445,Hotel in Singapore · ★4.25 · 1 bedroom · 1 bed · 8.5 baths,151316863,Cube,Central Region,Downtown Core,1.30041,103.85857,Hotel room,174,1,16,2023-11-01,0.22,6,329,2,S0384
21419965,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,155235048,Michael,West Region,Choa Chu Kang,1.39558,103.75212,Private room,50,92,2,2018-05-26,0.03,2,181,0,
21420790,Hotel in Singapore · ★4.88 · 2 bedrooms · 1 bed · 1 private bath,155244964,The Quay,Central Region,Singapore River,1.28684,103.8472,Hotel room,163,1,17,2023-12-01,0.23,5,158,7,S0377
21428446,Hotel in Singapore · ★4.44 · 2 bedrooms · 1 bed · 1 private bath,155244964,The Quay,Central Region,Singapore River,1.28658,103.84741,Hotel room,190,1,81,2023-11-25,1.12,5,341,10,S0377
21462227,Hotel in Singapore · 1 bedroom · 4 beds · 8.5 shared baths,151316863,Cube,Central Region,Downtown Core,1.30041,103.85857,Hotel room,837,1,1,2019-12-04,0.02,6,272,0,S0384
21552874,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,141470884,Rajendra,Central Region,Marine Parade,1.29934,103.89046,Private room,388,92,1,2017-12-17,0.01,1,0,0,
21553387,Rental unit in Singapore · ★4.67 · 1 bedroom · 2 beds · 1 shared bath,134338083,Willie,Central Region,Novena,1.32528,103.85035,Private room,60,92,3,2023-12-01,0.04,2,365,1,
21605333,Hotel in Singapore · ★4.43 · 1 bedroom · 1 bed,155244964,The Quay,Central Region,Singapore River,1.28616,103.84908,Hotel room,204,1,77,2023-12-11,1.05,5,260,15,S0377
21650745,Rental unit in Singapore · 1 bedroom · 1 bed · Shared half-bath,155235048,Michael,West Region,Choa Chu Kang,1.39539,103.75033,Private room,35,92,1,2018-03-22,0.01,2,365,0,
21658483,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31263,103.8587,Entire home/apt,244,92,0,,,15,0,0,
21670282,Serviced apartment in Singapore · ★4.89 · 3 bedrooms · 4 beds · 2 baths,135298846,Karen,Central Region,Orchard,1.30447,103.83378,Entire home/apt,1189,6,28,2023-11-18,0.39,11,32,6,Authorised Serviced Apartment
21703476,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.3101,103.86233,Private room,49,92,1,2018-03-03,0.01,71,329,0,
21716537,Home in Singapore · 1 bedroom · 1 bed · 2 baths,50262492,Walter,Central Region,Bishan,1.35573,103.83402,Private room,50,92,0,,,2,0,0,
21722898,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,Central Region,Geylang,1.3147,103.88163,Private room,28,92,2,2019-08-19,0.04,62,299,0,
21758153,Rental unit in Singapore · ★4.89 · 1 bedroom · 1 bed · 1 private bath,32984080,Kai,Central Region,Bukit Merah,1.28547,103.82877,Private room,65,180,133,2019-08-09,1.83,1,23,0,
21793363,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,Central Region,Geylang,1.31563,103.88228,Private room,30,92,1,2019-11-22,0.02,62,299,0,
21803237,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Geylang,1.31496,103.88168,Private room,28,92,1,2018-05-24,0.01,93,299,0,
21854678,Serviced apartment in Singapore · ★4.81 · 1 bedroom · 1 bed · 1 bath,159031223,Mark,Central Region,Kallang,1.29951,103.88525,Entire home/apt,234,1,107,2023-12-06,1.46,3,336,32,Authorised Serviced Apartment
21854687,Serviced apartment in Singapore · ★4.85 · 1 bedroom · 1 bed · 1 bath,159031223,Mark,Central Region,Kallang,1.29951,103.88525,Entire home/apt,230,1,156,2023-12-19,2.14,3,332,67,Authorised Serviced Apartment
21865119,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,97878860,Chess,Central Region,Kallang,1.31249,103.85768,Private room,60,92,1,2018-10-06,0.02,62,329,0,
21887155,Villa in Singapore · ★4.76 · 1 bedroom · 2 beds · 2 shared baths,40912923,Erin,Central Region,Geylang,1.31353,103.90487,Private room,40,92,90,2019-06-20,1.22,1,87,0,
21888054,Condo in Singapore · ★4.81 · 1 bedroom · 1 bed · 1 private bath,131052744,George,Central Region,River Valley,1.29574,103.83687,Private room,170,2,115,2023-12-08,1.70,1,225,55,Authorised Serviced Apartment
21916263,Rental unit in Singapore · ★4.67 · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.30957,103.86113,Private room,49,92,3,2020-08-31,0.04,93,359,0,
21927257,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Geylang,1.31475,103.88165,Private room,28,92,1,2018-04-29,0.01,71,300,0,
21939528,Guesthouse in Singapore · 2 bedrooms · 1 bed · 1 private bath,5629144,Jun Ying,Central Region,Bukit Timah,1.31606,103.78816,Private room,70,92,0,,,1,364,0,
21953185,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,147505789,Albert,West Region,Jurong West,1.34263,103.68678,Private room,48,180,0,,,1,0,0,
21970302,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,8948251,Joey,Central Region,Outram,1.28471,103.84319,Private room,50,92,1,2018-09-20,0.02,71,364,0,
22007320,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,160703921,KayGek,West Region,Bukit Panjang,1.36887,103.7711,Private room,79,92,0,,,2,180,0,
22019165,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,2413412,Kaurus,Central Region,Outram,1.28449,103.84294,Private room,60,92,1,2018-02-01,0.01,93,364,0,
22021287,Condo in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,124827904,Lucy,West Region,Jurong East,1.33637,103.74143,Private room,90,92,10,2022-01-02,0.17,1,271,0,
22051870,Home in Singapore · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,108417270,Nargis,East Region,Bedok,1.31856,103.91075,Private room,38,92,159,2020-03-23,2.19,3,179,0,
22051992,Rental unit in Singapore · 1 bedroom · 1 bed · Private half-bath,97878860,Chess,Central Region,Outram,1.28449,103.84294,Private room,55,92,1,2018-01-03,0.01,62,359,0,
22090557,Place to stay in Singapore · 1 bedroom · 2 beds · 1 bath,40248541,Gopal,North Region,Yishun,1.41198,103.84497,Private room,188,92,1,2019-02-10,0.02,6,0,0,
22090559,Place to stay in Singapore · 1 bedroom · 2 beds · 1 bath,40248541,Gopal,North Region,Yishun,1.41022,103.8433,Private room,188,92,0,,,6,0,0,
22090561,Place to stay in Singapore · 1 bedroom · 2 beds · 1 bath,40248541,Gopal,North Region,Yishun,1.41009,103.84538,Private room,188,92,0,,,6,0,0,
22090563,Place to stay in Singapore · 1 bedroom · 2 beds · 1 shared bath,40248541,Gopal,North Region,Yishun,1.41016,103.84376,Private room,170,92,0,,,6,0,0,
22090564,Place to stay in Singapore · 1 bedroom · 2 beds · 1 bath,40248541,Gopal,North Region,Yishun,1.41194,103.84395,Private room,150,92,0,,,6,0,0,
22114845,Rental unit in Singapore · ★4.52 · 2 bedrooms · 1 bed · 4 shared baths,161561473,Nanda,Central Region,Geylang,1.31222,103.88308,Private room,47,92,81,2023-06-05,1.11,9,219,1,
22116641,Rental unit in Singapore · ★4.83 · 2 bedrooms · 2 beds · 4 shared baths,161561473,Nanda,Central Region,Geylang,1.31322,103.88377,Private room,94,92,29,2023-05-02,0.40,9,230,1,
22133845,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,47888110,Derrick,Central Region,Toa Payoh,1.33195,103.87706,Private room,74,92,0,,,2,0,0,
22143968,Townhouse in Singapore · ★4.54 · 1 bedroom · 2 beds · 4 shared baths,161561473,Nanda,Central Region,Geylang,1.31214,103.88408,Private room,47,92,79,2023-10-31,1.08,9,229,1,
22158920,Rental unit in Singapore · ★4.48 · 1 bedroom · 1 bed · 4 shared baths,161561473,Nanda,Central Region,Geylang,1.31233,103.88297,Private room,47,92,31,2020-03-10,0.44,9,231,0,
22193170,Condo in Singapore · ★4.79 · 1 bedroom · 1 bed · 1 private bath,24778864,Yajing,West Region,Jurong West,1.34589,103.71821,Private room,55,92,19,2023-05-12,0.27,1,236,1,
22214451,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30936,103.86254,Private room,59,92,1,2018-12-03,0.02,71,329,0,
22233862,Home in Singapore · ★4.81 · 1 bedroom · 2 beds · 2 shared baths,9899270,Peir,Central Region,Bukit Timah,1.34228,103.7723,Private room,95,92,62,2020-03-03,0.85,6,91,0,
22252473,Condo in Singapore · 3 bedrooms · 3 beds · 2 baths,148161274,Jan,Central Region,Bukit Timah,1.33236,103.78722,Entire home/apt,,92,0,,,3,0,0,
22267147,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,Central Region,Geylang,1.3147,103.88163,Private room,28,92,2,2019-02-28,0.03,62,299,0,
22317980,Home in Singapore · 1 bedroom · 1 bed · 1 shared bath,163023572,Ping Jui,North Region,Woodlands,1.43237,103.78645,Private room,150,92,0,,,1,0,0,
22345943,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,Central Region,Kallang,1.30736,103.86222,Private room,49,92,2,2021-07-07,0.03,62,220,0,
22348216,Condo in Singapore · ★4.54 · 1 bedroom · 1 bed · 4 shared baths,161561473,Nanda,Central Region,Geylang,1.31064,103.87986,Private room,38,92,50,2021-12-14,0.70,9,218,0,
22361966,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,11390076,Tryston,Central Region,Newton,1.30418,103.84057,Private room,90,93,2,2022-12-09,0.09,7,362,0,
22376153,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.31049,103.86129,Private room,49,92,2,2020-04-07,0.04,71,329,0,
22395492,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30979,103.86145,Private room,49,92,2,2020-03-31,0.04,71,329,0,
22402277,Home in Singapore · 1 bedroom · 2 beds · 1 private bath,163416800,Auntie,East Region,Bedok,1.32283,103.92194,Private room,80,92,0,,,1,0,0,
22458255,Rental unit in Singapore · Studio · 1 bed · 1 bath,6578888,Vic,Central Region,Bishan,1.35675,103.83895,Entire home/apt,80,92,0,,,1,0,0,
22469925,Bed and breakfast in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,33342825,Steve,Central Region,Rochor,1.29818,103.85067,Private room,260,1,1,2022-11-11,0.07,7,0,0,L10101
22472031,Home in Singapore · 2 bedrooms · 3 beds · 2 shared baths,126899795,Grace43,East Region,Bedok,1.31143,103.92876,Private room,40,92,0,,,1,358,0,
22561172,Serviced apartment in Singapore · ★4.67 · Studio · 1 bed · 1 bath,111065775,Joyce,Central Region,River Valley,1.297,103.83774,Hotel room,227,6,6,2022-12-27,0.08,18,297,1,Authorised Serviced Apartment
22577896,Rental unit in Singapore · ★4.56 · 1 bedroom · 1 shared bath,15040015,Kermit,West Region,Bukit Batok,1.34162,103.76086,Private room,235,92,9,2019-09-21,0.13,1,1,0,
22588306,Boutique hotel in Singapore · 1 bedroom · 2 beds · 1 private bath,1439258,Kay,Central Region,Queenstown,1.2789,103.78739,Private room,218,1,2,2022-10-07,0.03,51,344,0,S0399
22594189,Serviced apartment in Singapore · ★4.70 · Studio · 1 bed · 1 bath,111065775,Joyce,Central Region,River Valley,1.29776,103.83869,Hotel room,227,6,10,2022-12-06,0.14,18,327,0,Authorised Serviced Apartment
22620261,Rental unit in Singapore · 2 bedrooms · 2 beds · 2 baths,9261752,Huifen,West Region,Bukit Panjang,1.37917,103.76748,Private room,,180,0,,,1,0,0,
22627321,Rental unit in Singapore · ★3.25 · 2 bedrooms · 4 beds · 1.5 shared baths,164278799,John,West Region,Jurong West,1.32908,103.72341,Private room,70,92,4,2019-12-07,0.06,1,0,0,
22666446,Townhouse in Singapore · ★4.51 · 1 bedroom · 1 bed · 4 shared baths,161561473,Nanda,Central Region,Geylang,1.3111,103.88247,Private room,38,92,68,2023-09-10,0.95,9,218,2,
22708024,Condo in Singapore · Studio · 1 bed · 1 bath,167483159,Ling,Central Region,Rochor,1.30029,103.84699,Entire home/apt,85,120,0,,,1,0,0,
22720008,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,97878860,Chess,Central Region,Outram,1.28449,103.84294,Private room,69,92,0,,,62,360,0,
22733377,Condo in Singapore · ★4.50 · 2 bedrooms · 2 beds · 2.5 baths,167817067,Jai,Central Region,Kallang,1.29811,103.87299,Entire home/apt,118,190,4,2018-02-20,0.06,1,0,0,
22745179,Rental unit in Singapore · ★4.93 · 1 bedroom · 1 bed · 1 bath,167947458,Kendra,Central Region,Downtown Core,1.27831,103.85082,Entire home/apt,220,92,145,2022-12-07,2.01,1,178,0,
22760803,Serviced apartment in Singapore · 1 bedroom · 1 bed · 1 bath,138649185,Apac,Central Region,Outram,1.27575,103.84442,Entire home/apt,240,92,0,,,260,364,0,
22798533,Serviced apartment in Singapore · ★4.94 · 3 bedrooms · 4 beds · 2 baths,135298846,Karen,Central Region,River Valley,1.30212,103.83204,Entire home/apt,951,6,16,2023-12-02,0.22,11,9,7,Authorised Serviced Apartment
22826338,Condo in Singapore · 3 bedrooms · 3 beds · 3 baths,46746027,Lyn,Central Region,Queenstown,1.30462,103.78401,Entire home/apt,200,92,0,,,1,240,0,
22874441,Condo in Singapore · ★4.67 · 2 bedrooms · 2 beds · 2 baths,6170589,Ivan,Central Region,Singapore River,1.29022,103.83721,Entire home/apt,173,180,3,2018-08-28,0.04,1,177,0,
22890318,Home in Singapore · ★4.60 · 1 bedroom · 4 beds · 1 shared bath,1439258,Kay,Central Region,Queenstown,1.28075,103.78767,Private room,221,1,5,2023-07-07,0.08,51,310,1,S0399
22912035,Serviced apartment in Singapore · ★4.83 · 1 bedroom · 1 bed · 1 bath,124516401,Orchard Point,Central Region,Orchard,1.30243,103.84007,Entire home/apt,853,6,6,2023-09-26,0.08,8,149,2,Authorised Serviced Apartment
22912163,Serviced apartment in Singapore · ★5.0 · 3 bedrooms · 3 beds · 2 baths,124516401,Orchard Point,Central Region,Newton,1.30236,103.84184,Entire home/apt,2069,6,4,2023-02-20,0.11,8,136,1,Authorised Serviced Apartment
22918883,Serviced apartment in Singapore · 2 bedrooms · 2 beds · 2 baths,138649185,Apac,Central Region,Queenstown,1.30153,103.80097,Entire home/apt,325,92,0,,,260,364,0,
22971370,Boutique hotel in Singapore · 1 bedroom · 3 beds · 1 shared bath,1439258,Kay,Central Region,Queenstown,1.27942,103.78552,Private room,319,1,2,2018-07-10,0.03,51,322,0,S0399
22979766,Rental unit in Singapore · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,100474068,Sufen,West Region,Choa Chu Kang,1.38626,103.74444,Private room,,92,32,2020-04-01,0.45,2,0,0,
22990388,Serviced apartment in Singapore · ★4.67 · 2 bedrooms · 2 beds · 2 baths,124516401,Orchard Point,Central Region,Orchard,1.30253,103.84111,Entire home/apt,1499,6,3,2023-09-18,0.20,8,146,2,Authorised Serviced Apartment
22990457,Serviced apartment in Singapore · ★4.57 · 2 bedrooms · 2 beds · 2 baths,124516401,Orchard Point,Central Region,Orchard,1.3006,103.84177,Entire home/apt,1406,6,7,2022-09-20,0.10,8,157,0,Authorised Serviced Apartment
23015765,Guesthouse in Singapore · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,18618387,Kaytwo,Central Region,Queenstown,1.27957,103.78695,Private room,106,30,7,2023-12-10,0.11,28,242,1,S0399
23045739,Rental unit in Singapore · ★4.64 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29806,103.85257,Entire home/apt,280,6,11,2023-07-27,0.26,31,157,1,Authorised Serviced Apartment
23048720,Rental unit in Singapore · 1 bedroom · 1 bed · Private half-bath,8948251,Joey,Central Region,Outram,1.28449,103.84294,Private room,55,92,1,2018-04-30,0.01,71,360,0,
23052237,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,65549406,Jay,East Region,Bedok,1.31406,103.92479,Entire home/apt,99,92,0,,,2,297,0,
23063409,Serviced apartment in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,148161755,Jan,Central Region,Rochor,1.29795,103.85247,Entire home/apt,303,6,3,2022-06-27,0.09,31,157,0,Authorised Serviced Apartment
23070535,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,8948251,Joey,Central Region,Outram,1.28449,103.84294,Private room,79,92,0,,,71,353,0,
23072323,Rental unit in Singapore · ★4.57 · 1 bedroom · 1 bed · 4 shared baths,161561473,Nanda,Central Region,Geylang,1.31226,103.88303,Private room,38,92,68,2022-11-10,0.98,9,218,0,
23080358,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,97878860,Chess,Central Region,Outram,1.28449,103.84294,Private room,79,92,0,,,62,353,0,
23083547,Serviced apartment in Singapore · 2 bedrooms · 2 beds · 1 bath,138649185,Apac,Central Region,Novena,1.31512,103.84096,Entire home/apt,310,92,1,2022-04-18,0.05,260,364,0,
23084195,Serviced apartment in Singapore · 3 bedrooms · 3 beds · 2 baths,138649185,Apac,Central Region,Novena,1.31806,103.84587,Entire home/apt,349,92,2,2021-05-01,0.03,260,364,0,
23094299,Serviced apartment in Singapore · ★4.54 · 2 bedrooms · 3 beds · 2 baths,135298846,Karen,Central Region,Orchard,1.30282,103.83225,Entire home/apt,598,6,13,2023-12-13,0.18,11,66,6,Authorised Serviced Apartment
23097015,Rental unit in Singapore · ★4.60 · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Geylang,1.3147,103.88163,Private room,28,92,5,2020-04-30,0.07,93,299,0,
23169041,Condo in Singapore · ★4.40 · 1 bedroom · 2 beds · 1.5 baths,47866620,Nanda,Central Region,Kallang,1.31388,103.85292,Private room,49,92,52,2023-09-05,0.73,9,258,1,
23224067,Guesthouse in Singapore · Studio · 1 bed · 1 shared bath,86408835,Sharon,Central Region,Queenstown,1.28994,103.77675,Private room,100,92,0,,,2,0,0,
23258478,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,80444449,Nancy,Central Region,Novena,1.32158,103.85256,Private room,500,92,0,,,1,364,0,
23264528,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,173159507,Kimberly,West Region,Clementi,1.31112,103.77138,Private room,45,180,3,2018-05-13,0.04,1,0,0,
23277237,Townhouse in Singapore · ★4.50 · 1 bedroom · 2 beds · 2.5 shared baths,47866620,Nanda,Central Region,Kallang,1.3145,103.85392,Private room,43,92,50,2021-12-13,0.70,9,328,0,
23279111,Condo in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,105546293,Lim,Central Region,Toa Payoh,1.33657,103.87116,Private room,132,92,12,2019-05-12,0.17,1,91,0,
23315012,Aparthotel in Singapore · ★4.75 · Studio · 1 bed · 1 bath,23336011,Heritage,Central Region,Downtown Core,1.28787,103.85032,Entire home/apt,196,1,32,2023-12-16,0.49,62,354,5,Authorised Serviced Apartment
23318905,Rental unit in Singapore · 3 bedrooms · 1 bed · 1 private bath,25185912,Rebekah,Central Region,Bukit Timah,1.31084,103.79765,Private room,110,92,0,,,17,364,0,
23345095,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,10398604,Chuan Sheng,Central Region,Tanglin,1.2955,103.82924,Private room,80,92,0,,,1,90,0,
23348921,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,97878860,Chess,Central Region,Outram,1.28539,103.84232,Private room,79,92,2,2018-06-17,0.03,62,328,0,
23360633,Condo in Singapore · 1 bedroom · 1 bed · 1 private bath,25185912,Rebekah,Central Region,Bukit Timah,1.31072,103.79624,Private room,96,92,0,,,17,358,0,
23361035,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,25185912,Rebekah,Central Region,Bukit Timah,1.31078,103.79702,Private room,88,92,2,2023-04-15,0.15,17,227,1,
23362375,Rental unit in Singapore · 1 bedroom · 1 bed · 4 shared baths,25185912,Rebekah,Central Region,Newton,1.30372,103.83913,Private room,76,92,0,,,17,364,0,
23362544,Rental unit in Singapore · ★4.80 · 1 bedroom · 2 beds · 1 bath,25185912,Rebekah,Central Region,Newton,1.30562,103.84048,Entire home/apt,100,92,10,2019-12-07,0.14,17,365,0,
23380147,Serviced apartment in Singapore · ★4.45 · Studio · 1 bed · 1 bath,111065775,Joyce,Central Region,River Valley,1.2986,103.8368,Hotel room,227,6,11,2022-12-07,0.16,18,356,0,Authorised Serviced Apartment
23380199,Serviced apartment in Singapore · ★4.0 · Studio · 1 bed · 1 bath,111065775,Joyce,Central Region,Orchard,1.29882,103.83807,Hotel room,227,6,3,2018-12-23,0.04,18,356,0,Authorised Serviced Apartment
23380866,Serviced apartment in Singapore · Studio · 1 bed · 1 bath,111065775,Joyce,Central Region,River Valley,1.29682,103.83844,Hotel room,227,6,2,2023-03-11,0.13,18,297,1,Authorised Serviced Apartment
23457264,Rental unit in Singapore · ★4.47 · 1 bedroom · 1 bed · 1 shared bath,174844031,Ann,West Region,Jurong East,1.32167,103.74987,Private room,65,92,17,2020-02-19,0.24,1,120,0,
23496793,Condo in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31247,103.86071,Entire home/apt,199,92,0,,,15,0,0,
23509109,Rental unit in Singapore · 1 bedroom · 2 beds · 1.5 shared baths,78357301,Jennifer,North-East Region,Sengkang,1.38769,103.89308,Private room,67,92,0,,,1,0,0,
23598682,Rental unit in Singapore · ★4.93 · 2 bedrooms · 2 beds · 1 private bath,160352841,Ling,East Region,Tampines,1.35549,103.95915,Private room,500,92,28,2018-11-15,0.40,1,88,0,
23604711,Condo in Singapore · ★4.67 · 2 bedrooms · 2 beds · 2 baths,5092893,Sam,Central Region,Bishan,1.35791,103.82841,Entire home/apt,249,92,3,2023-02-18,0.05,3,365,1,
